Far Cry 2	85	5.8	8.5	7.9	Great	" Far Cry 2 takes place in a huge territory in South Africa and features day-night cycles, mercenary characters, wildfires, and much more."	 Action Shooter First-Person Modern Shooter Modern Arcade 	M	Ubisoft	8.8	8	http://www.ign.com/wikis/far-cry-2	https://www.gamespot.com/far-cry-2/	"Oct. 21, 2008"	PC X360 PS3 BB
Far Cry 3	91	8.6	9	8.7	Superb	" Far Cry 3 has players step in the shoes of Jason Brody where they will slash, sneak, detonate, and shoot their way across the island in a world that has ..."	 Action Shooter First-Person Modern Shooter Modern Arcade 	M	Ubisoft	9	9.2	http://www.ign.com/wikis/far-cry-3	https://www.gamespot.com/far-cry-3/	"Dec. 4, 2012"	PS3 PC X360
Far Cry 4	80	6.7	7	7.4	Good	" In Far Cry 4, players find themselves in Kyrat, a breathtaking, perilous and wild region of the Himalayas struggling under the regime of a despotic self-appointed king."	 Action Shooter First-Person Modern Arcade 	M	Ubisoft	8.5	8.8	http://www.ign.com/wikis/far-cry-4	https://www.gamespot.com/far-cry-4/	"Nov. 17, 2014"	PS4 XONE PS3 X360 PC
Fat Princess	79	8.4	7.5	8.2	Good	 Fat Princess: Fistful of Cake is an action game where you have to rescue the princess from the castle.	 Action General General 	T	SCEA	9	8.5	http://www.ign.com/wikis/fat-princess	https://www.gamespot.com/fat-princess/	"Jul. 30, 2009"	PS3 PSP
FEAR	85	7.4	9.1	7.5	Superb	 F.E.A.R. is an intense combat experience with rich atmosphere and an engaging story presented entirely in first person.	 Action Shooter First-Person Modern Shooter Modern Arcade 	M	Vivendi Games	8.1	7.9	http://www.ign.com/wikis/fear	https://www.gamespot.com/f-e-a-r/	"Oct. 17, 2005"	PS3 PC X360
FEAR 3	75	7	7.5	7.5	Good	 F.E.A.R. 3 is a paranormal horror first-person shooter featuring co-op play that evolves the franchise.	 Action Shooter First-Person Sci-Fi Modern Sci-Fi Shooter Arcade 	M	Warner Bros. Interactive Entertainment	8	8.1	http://www.ign.com/wikis/fear-3	https://www.gamespot.com/f-e-a-r-3/	"Jun. 21, 2011"	PC PS3 X360
FIFA 15	82	5.4	8	7.21	Great	 FIFA 15 brings football to life so fans can experience the emotion of the sport.	 Sports Traditional Team Soccer Sim 	E	Electronic Arts	8.3	7.4	http://www.ign.com/wikis/fifa-15	https://www.gamespot.com/fifa-15/	"Sep. 23, 2014"	PS4 PS3 XONE X360 PC VITA WII 3DS
FIFA 17	84	4.1	9	7.6	Superb	 FIFA 17 is soccer game powered by Frostbite.	 Sports Team Soccer Sim 	E	Electronic Arts EA Sports	8.4	6.9	http://www.ign.com/wikis/fifa-17	https://www.gamespot.com/fifa-17/	"Sep. 27, 2016"	PS4 XONE PC PS3 X360
FIFA Soccer 12	90	7.2	9	6.7	Superb	" FIFA Soccer 12 brings to the pitch a new game-changing Player Impact Engine, which is a physics engine built to deliver real-world physicality in every interaction on the pitch."	 Sports Traditional Team Soccer Sim Sim 	E	Electronic Arts	9.5	8.9	http://www.ign.com/wikis/fifa-12	https://www.gamespot.com/fifa-soccer-12/	"Sep. 26, 2011"	3DS X360 PS3 PS2 PSP PC WII MAC IOS
Fight Night Champion	86	7.4	8.5	8.3	Great	 A new installment in EA Sports'; boxing series will enter the ring in early 2011.	 Sports Traditional Boxing Boxing Individual Combat Boxing / Martial Arts 	M	EA Sports	8	8.4	http://www.ign.com/wikis/create?objectid=81346	https://www.gamespot.com/fight-night-champion/	"Mar. 1, 2011"	PS3 X360
Final Fantasy III	77	7.1	7.9	0	Good	 Square Enix is bringing its third Final Fantasy RPG to the Nintendo DS.	 Role-Playing Console-style RPG Console-style RPG Japanese-Style 	E10+	Square Enix	7.8	8.2	http://www.ign.com/wikis/final-fantasy-iii	https://www.gamespot.com/final-fantasy-iii/	"Nov. 14, 2006"	NES DS PSP AND IOS OUYA WSC WINM PC
Final Fantasy IV	85	7.7	8.3	0	Great	" Final Fantasy IV makes its way to the Nintendo DS and features full 3D graphics, voiced cutscenes, and added content."	 Role-Playing Console-style RPG Console-style RPG Japanese-Style 	E10+	Square Enix	8.7	8.8	http://www.ign.com/wikis/final-fantasy-iv	https://www.gamespot.com/final-fantasy-iv/	"Dec. 12, 2005"	PS SNES DS MOBI IOS AND WSC GBA PC
Final Fantasy IX	84	8.6	8.5	0	Great	 Final Fantasy IX serves as a coda to the series as you know it - it';s a summation of everything that players have enjoyed about the past ten years of ...	 Role-Playing Japanese-Style 	NOT PROVIDED	Square Enix	9.2	10	http://www.ign.com/wikis/final-fantasy-ix	https://www.gamespot.com/final-fantasy-ix/	"Nov. 13, 2000"	PS AND IOS PC PS4
Final Fantasy X	92	8.8	9.3	0	Superb	" If you';ve been waiting for the definitive role-playing game for the PlayStation 2, here it is."	 Role-Playing Console-style RPG 	T	Square EA	9.5	9.3	http://www.ign.com/wikis/final-fantasy-x	https://www.gamespot.com/final-fantasy-x/	"Dec. 17, 2001"	PS2 VITA
Final Fantasy XII	92	7.7	9	8.5	Superb	" Final Fantasy XII stars a princess named Ashe, who teams up with Vaan, an urchin, and several other characters to protect their homeland of Ivalice against invaders."	 Role-Playing Console-style RPG 	T	Square Enix	9.5	8.9	http://www.ign.com/wikis/final-fantasy-xii	https://www.gamespot.com/final-fantasy-xii/	"Oct. 31, 2006"	PS2 PS4
Final Fantasy XIII	82	6.3	8.5	8.2	Great	 Final Fantasy XIII is the first installment in the best-selling series of role-playing games from Square Enix to appear on the PlayStation 3.	 Role-Playing Console-style RPG Console-style RPG Japanese-Style 	T	Square Enix	8.9	8.4	http://www.ign.com/wikis/final-fantasy-xiii	https://www.gamespot.com/final-fantasy-xiii/	"Mar. 9, 2010"	PS3 X360 PC
Final Fantasy XIII2	79	6.6	7.5	7.67	Good	 Final Fantasy XIII-2 is a direct sequel to Square-Enix'; 2010 role-playing game Final Fantasy XIII.	 Role-Playing Console-style RPG Console-style RPG Japanese-Style 	T	Square Enix	8	8.2	http://www.ign.com/wikis/final-fantasy-xiii-2	https://www.gamespot.com/final-fantasy-xiii-2/	"Jan. 31, 2012"	X360 PS3 PC
Final Fantasy XIV Online A Realm Reborn	78	5.7	9	8	Superb	" After a tumultuous launch, an entirely new team at Square-Enix has completely redesigned and rebuilt their second MMO, Final Fantasy XIV Online, from the ground up."	 Role-Playing Massively Multiplayer Online Massively Multiplayer Fantasy Fantasy 	T	Square Enix	8.6	8.3	http://www.ign.com/wikis/ff14	https://www.gamespot.com/final-fantasy-xiv-online-a-realm-reborn/	"Aug. 27, 2013"	PC PS3 PS4
Final Fantasy XV	81	7.6	8	7.72	Great	" Final Fantasy XV, formerly known as Final Fantasy Versus XIII, is an action-based Final Fantasy game that has been revealed at E3 to be coming to next gen consoles."	 Role-Playing Action RPG Action RPG 	T	Square Enix	8.2	8.9	http://www.ign.com/wikis/final-fantasy-15	https://www.gamespot.com/final-fantasy-xv/	"Nov. 29, 2016"	PS4 XONE PC
Firewatch	81	6.9	7	7.62	Good	 In Firewatch you play as a man named Henry who has retreated from his messy life to work as a fire lookout in the Wyoming wilderness. Perched high atop a ...	 General Adventure 3D First-Person 	NOT PROVIDED	Panic Inc.	9.3	8.3	http://www.ign.com/wikis/firewatch	https://www.gamespot.com/firewatch/	"Feb. 9, 2016"	PC MAC LNX PS4 XONE
flower	87	8.6	8	8.4	Great	 Guide a petal through a dream world and experience an emotional journey in Flower.	 Miscellaneous General General 	E	SCEA	9	8.4	http://www.ign.com/wikis/flower	https://www.gamespot.com/flower/	"Feb. 12, 2009"	PS3 VITA PS4 IOS
Folklore	75	8.2	7	8.01	Good	 This fantasy action-adventure game stars two magical heroes who are attempting to solve a series of murders.	 Action Adventure Fantasy General Fantasy 	T	SCEA	9	8.4	http://www.ign.com/wikis/folklore	https://www.gamespot.com/folklore/	"Oct. 9, 2007"	PS3
For Honor	76	5.3	8	6.8	Great	" Carve a path of destruction through the battlefield in For Honor, a brand-new game developed by the renowned Ubisoft Montreal studio."	 Action Adventure General 	M	Ubisoft	8	7.9	http://www.ign.com/wikis/for-honor	https://www.gamespot.com/for-honor/	"Feb. 13, 2017"	PS4 XONE PC
Forza Horizon	85	8.4	8.5	8.2	Great	 Forza Horizon is a pick-up-and-play racing experience with a festival atmosphere and the freedom of the open road.	 Simulation Driving Racing GT / Street GT / Street Automobile 	T	Microsoft Game Studios Turn 10	9	9	http://www.ign.com/wikis/forza-horizon	https://www.gamespot.com/forza-horizon/	"Oct. 23, 2012"	X360
Forza Motorsport 2	90	8.3	9.2	8.8	Superb	" Forza brings real cars, real locations, and realistic racing to the Xbox 360."	 Simulation Driving Racing GT / Street GT / Street Automobile 	E	Microsoft Game Studios	8.9	8.5	http://www.ign.com/wikis/forza-motorsport-2	https://www.gamespot.com/forza-motorsport-2/	"May. 29, 2007"	X360
Freedom Fighters	80	8.4	9.3	8.7	Superb	 Anyone looking for thrilling action with refined control and a great premise need look no further than Freedom Fighters.	 Action Shooter Third-Person Tactical Modern Shooter Modern 	T	EA Games	8.4	8.6	http://www.ign.com/wikis/freedom-fighters	https://www.gamespot.com/freedom-fighters/	"Oct. 1, 2003"	PC PS2 XBOX GC
FTL Faster Than Light	84	8.4	8	8	Great	" Faster Than Light, a spaceship simulation real-time roguelike-like."	 Simulation Sci-Fi Space Small Spaceship Small Spaceship Combat 	NOT PROVIDED	Subset Games	9.6	8.5	http://www.ign.com/wikis/ftl-faster-than-light	https://www.gamespot.com/ftl-faster-than-light/	"Sep. 14, 2012"	PC MAC LNX IOS
Furi	77	7.6	8	8.5	Great	" Furi is all about the tension of one-on-one fights against deadly adversaries. It’s an intense, ultra-responsive game with a unique mix of fast-paced sword fighting and dual-stick shooting."	 Action Fighting 3D 	M	The Game Bakers	6.8	8.4	http://www.ign.com/wikis/create?objectid=20044439	https://www.gamespot.com/furi/	"Jul. 5, 2016"	PS4 PC XONE
Gears of War 2	93	7.7	9	9	Superb	 Marcus Fenix returns to battle the Locust horde in this sequel to Epic Games'; mega-successful tactical shooter.	 Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade 	M	Microsoft Game Studios	9.5	9	http://www.ign.com/wikis/gears-of-war-2	https://www.gamespot.com/gears-of-war-2/	"Nov. 7, 2008"	X360
Gears of War 3	91	7.9	9.5	9	Superb	 Gears of War 3 is the conclusion to the Gears of War saga.	 Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade 	M	Microsoft Game Studios	9	9.1	http://www.ign.com/wikis/gears-of-war-3	https://www.gamespot.com/gears-of-war-3/	"Sep. 20, 2011"	X360
Gears of War 4	84	6.9	7	8.1	Good	 Gears of War 4 is the next installment in the Gears of War series and is exclusive to the Xbox One.	 Sci-Fi Action Shooter Third-Person Arcade 	M	Microsoft Game Studios	9.2	8.8	http://www.ign.com/wikis/gears-of-war-4	https://www.gamespot.com/gears-of-war-4/	"Oct. 11, 2016"	XONE PC
Gears of War Judgment	79	5.5	7.5	7.3	Good	 Gears of War: Judgment takes you back before events of the original Gears of War trilogy to the immediate aftermath of Emergence Day where you follow Kilo Squad as they ...	 Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade 	M	Microsoft Game Studios	9.2	7.7	http://www.ign.com/wikis/gears-of-war-judgment	https://www.gamespot.com/gears-of-war-judgment/	"Mar. 19, 2013"	X360
God of War Ascension	80	7.6	8	8.2	Great	 God of War: Ascension is the seventh release in the series and is a prequel to the original trilogy that will tell Kratos'; origin story by revealing Kratos'; initial betrayal ...	 Action Adventure Fantasy Fantasy Linear 	M	SCEA	7.8	8.5	http://www.ign.com/wikis/god-of-war-ascension	https://www.gamespot.com/god-of-war-ascension/	"Mar. 12, 2013"	PS3
God of War Chains of Olympus	91	8.6	8.5	8.4	Great	 Chains of Olympus sees the return of angry demigod Kratos as he hacks and slashes his way through an ultra-violent adventure on the PSP.	 Action Adventure Fantasy Fantasy Linear 	M	SCEA	9.4	9.1	http://www.ign.com/wikis/god-of-war-chains-of-olympus	https://www.gamespot.com/god-of-war-chains-of-olympus/	"Mar. 4, 2008"	PSP PS3
God of War Ghost of Sparta	86	8.4	8	8.6	Great	" Set in the realm of Greek mythology, God of War: Ghost of Sparta is a single-player game that allows players to take on the powerful role of Spartan warrior Kratos."	 Action Adventure Fantasy Fantasy Linear 	M	SCEA	9.5	9.1	http://www.ign.com/wikis/god-of-war-ghost-of-sparta	https://www.gamespot.com/god-of-war-ghost-of-sparta/	"Nov. 2, 2010"	PSP PS3
God of War II	93	8.9	9.2	8.8	Superb	 Kratos returns to the PS2 in the sequel to God of War.	 Action Adventure Fantasy 	M	SCEA	9.7	9.4	http://www.ign.com/wikis/god-of-war-ii	https://www.gamespot.com/god-of-war-ii/	"Mar. 13, 2007"	PS2 PS3
Gran Turismo 6	81	8.1	7	7.68	Good	 Gran Turismo 6 is a comprehensive racing simulator that allows fans to drive a prolific collection of cars on the world';s most legendary racetracks.	 Driving Racing Simulation GT / Street GT / Street Automobile 	E	SCEA	8	8.5	http://www.ign.com/wikis/gran-turismo-6	https://www.gamespot.com/gran-turismo-6/	"Dec. 6, 2013"	PS3
Grand Theft Auto Liberty City Stories	78	7.8	8.6	0	Great	" The Grand Theft Auto: Liberty City Stories is the PSP version of the crime action series, Grand Theft Auto. Once again, you can explore the expansive, interactive world of Liberty ..."	 Action Adventure Modern 	M	Rockstar Games	9	8.8	http://www.ign.com/wikis/grand-theft-auto-liberty-city-stories	https://www.gamespot.com/grand-theft-auto-liberty-city-stories/	"Oct. 24, 2005"	PSP PS2 IOS AND PS4
Grand Theft Auto San Andreas	95	9	9.6	8.9	Superb	" Set in the early 90s, the next installment in the Grand Theft Auto series brings you to San Andreas--a city troubled by gangs, drugs, and corruption. You';ll follow a rising ..."	 Action Adventure Modern 	M	Rockstar Games	9.3	9.1	http://www.ign.com/wikis/grand-theft-auto-san-andreas	https://www.gamespot.com/grand-theft-auto-san-andreas/	"Oct. 26, 2004"	PS2 PC XBOX MAC IOS AND X360 WINM PS3 PS4
Grand Theft Auto V	97	7.8	9	8.9	Superb	" Grand Theft Auto V is an open-world crime epic set in the LA-inspired city of Los Santos around the lives of Franklin, a street hustler looking for real opportunities; Michael, ..."	 Action Adventure Modern 	M	Rockstar Games	10	9.5	http://www.ign.com/wikis/gta-5	https://www.gamespot.com/grand-theft-auto-v/	"Sep. 17, 2013"	PS3 X360 PS4 XONE PC
Grand Theft Auto Vice City	95	8.7	9.6	8.9	Superb	 Grand Theft Auto: Vice City provides just about everything you';d want in a follow-up to an outstanding game.	 Action Adventure Modern 	M	Rockstar Games	9.7	9.2	http://www.ign.com/wikis/grand-theft-auto-vice-city	https://www.gamespot.com/grand-theft-auto-vice-city/	"Oct. 27, 2002"	PS2 PC MAC XBOX PS4 IOS AND
Grand Theft Auto Vice City Stories	86	8.1	8.4	0	Great	" The second PSP GTA game will return to the titular tropical metropolis of Grand Theft Auto: Vice City, but with an all-new storyline."	 Action Adventure Modern Modern Open-World 	M	Rockstar Games	9	8.8	http://www.ign.com/wikis/grand-theft-auto-vice-city-stories	https://www.gamespot.com/grand-theft-auto-vice-city-stories/	"Oct. 31, 2006"	PS2 PSP PS4
GRID 2	78	5.8	8.5	7.2	Great	 Codemasters is set to return to the streets with GRID 2.	 Driving Racing Simulation GT / Street GT / Street Automobile 	E	Codemasters	8	7.6	http://www.ign.com/wikis/grid-2	https://www.gamespot.com/grid-2/	"May. 27, 2013"	PC X360 PS3 MAC
Guacamelee	84	7.6	9	8.3	Superb	 Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world.	 Action Platformer Platformer 2D 2D 	E10+	DrinkBox Studios	9	8.8	http://www.ign.com/wikis/guacamelee	https://www.gamespot.com/guacamelee/	"Apr. 9, 2013"	VITA PS3 PC PS4 XONE X360 WIIU LNX MAC
Guardians of MiddleEarth	75	7.1	7	7.1	Good	 Guardians of Middle-Earth is a mutiplayer online battle arena game that features tie-ins to the film The Hobbit: An Unexpected Journey.	 Action General Strategy Real-Time MOBA MOBA 	T	Warner Bros. Interactive Entertainment	7.5	7.7	http://www.ign.com/wikis/guardians-of-middle-earth	https://www.gamespot.com/guardians-of-middle-earth/	"Dec. 4, 2012"	PC X360 PS3
Guild Wars 2	90	8.1	9	8.8	Superb	 Guild Wars 2 is a fantasy massively multiplayer online role-playing game and is the sequel to the episodic Guild Wars game series.	 General Role-Playing Massively Multiplayer Online Massively Multiplayer Fantasy Fantasy 	T	NCSOFT	9	8.9	http://www.ign.com/wikis/guild-wars-2	https://www.gamespot.com/guild-wars-2/	"Aug. 28, 2012"	PC MAC
Guitar Hero 5	86	5.8	8.5	7.9	Great	" Guitar Hero 5 features a robust new track list, as well as a new Party Play mode that allows players to jump in and out at any time."	 Action Miscellaneous Rhythm Music Music 	T	Activision	8.9	8	http://www.ign.com/wikis/guitar-hero-5	https://www.gamespot.com/guitar-hero-5/	"Sep. 1, 2009"	PS3 X360 WII PS2 WINM AND
Guitar Hero III Legends of Rock	79	7.3	8	8.6	Great	" Guitar Hero III will feature online multiplayer action and wireless controllers, as well as tracks such as Paint it Black by the Rolling Stones."	 Action Miscellaneous Rhythm Music Music 	T	Activision Aspyr	8.9	8.5	http://www.ign.com/wikis/guitar-hero-iii-legends-of-rock	https://www.gamespot.com/guitar-hero-iii-legends-of-rock/	"Oct. 28, 2007"	WII PS2 PS3 X360 PC MAC
HalfLife	96	9	9.4	9.1	Superb	 Half-Life is the closest thing to a revolutionary step the genre has ever taken.	 Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade 	M	Sierra Entertainment	9.5	9.1	http://www.ign.com/wikis/half-life	https://www.gamespot.com/half-life/	"Oct. 31, 1998"	PC DC PS2 LNX MAC
HalfLife 2	96	9.2	9.2	9.3	Superb	" Half-Life 2 is a very impressive and engaging shooter, and a faithful follow-up to one of the greatest PC games of all time."	 Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade 	M	VU Games	9.7	9.4	http://www.ign.com/wikis/half-life-2	https://www.gamespot.com/half-life-2/	"Nov. 16, 2004"	XBOX PC MAC LNX AND
Halo 2	95	8.2	9.4	7.4	Superb	" Despite a rather short campaign and a disappointing storyline, Halo 2 is an exceptional shooter that frequently delivers thrilling, memorable, and unique moments in its online, co-op, and single-player modes."	 Action Shooter First-Person Sci-Fi 	M	Microsoft Game Studios	9.8	9.1	http://www.ign.com/wikis/halo-2	https://www.gamespot.com/halo-2/	"Nov. 9, 2004"	XBOX PC
Halo 3	94	7.8	9.5	8.8	Superb	 Bungie';s popular first-person shooter makes its debut on the Xbox 360 with Halo 3.	 Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade 	M	Microsoft Game Studios	9.5	9	http://www.ign.com/wikis/halo-3	https://www.gamespot.com/halo-3/	"Sep. 25, 2007"	X360
Halo 4	87	7	9	8.6	Superb	 Halo 4 is the fourth installment in the Halo series where Master Chief returns to battle an ancient evil bent on vengeance and annihilation.	 Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade 	M	Microsoft Game Studios	9.8	9	http://www.ign.com/wikis/halo-4	https://www.gamespot.com/halo-4/	"Nov. 6, 2012"	X360
Halo Combat Evolved	97	8.6	9.7	8.8	Superb	" Not only is this easily the best of the Xbox launch games, but it';s easily one of the best shooters ever, on any platform."	 Action Shooter First-Person Sci-Fi 	M	Microsoft Game Studios	9.7	9.3	http://www.ign.com/wikis/halo-combat-evolved	https://www.gamespot.com/halo-combat-evolved/	"Nov. 15, 2001"	PC MAC XBOX X360
Halo Reach	91	8.1	9.5	8.8	Superb	" A prequel to the original Halo, Halo: Reach follows a SPARTAN squad as they fight the Covenant on a besieged fortress world."	 Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade 	M	Microsoft Game Studios	9.5	9.2	http://www.ign.com/wikis/halo-reach	https://www.gamespot.com/halo-reach/	"Sep. 14, 2010"	X360
Halo Wars	82	7.3	6.5	7.7	Fair	" The development team behind the Age of Empires series brings Halo to the RTS genre with Halo Wars. Set before the events of Halo 1, the game lets you lead ..."	 Strategy Real-Time Sci-Fi Sci-Fi General 	T	Microsoft Game Studios	8.4	8.1	http://www.ign.com/wikis/halo-wars	https://www.gamespot.com/halo-wars/	"Mar. 3, 2009"	X360 XONE PC
Halo Wars 2	79	5.8	6	7.1	Fair	" Halo Wars 2 is a strategy game packed with fast-paced action, massive battles, and an all-new Halo story, coming to Xbox One and Windows 10."	 Strategy Real-Time General 	T	Microsoft Game Studios	7	6.9	http://www.ign.com/wikis/halo-wars-2	https://www.gamespot.com/halo-wars-2/	"Feb. 17, 2017"	XONE PC
Hard Corps Uprising	76	7.3	7	7.94	Good	 Hard Corps: Uprising is a 2D side scroller that pays homage to classic Konami action series.	 Action Shooter Platformer Shooter Scrolling 2D Scrolling Shoot-'Em-Up Vertical 	T	Konami	8.5	8	http://www.ign.com/wikis/hard-corps-uprising	https://www.gamespot.com/hard-corps-uprising/	"Feb. 16, 2011"	X360 PS3
Harvest Moon Magical Melody	83	8.8	8	7.1	Great	 Harvest Moon: Magical Melody continues the Harvest Moon series with more adventures.	 Strategy Breeding/Constructing 	E	Natsume	8.2	8.5	http://www.ign.com/wikis/harvest-moon-magical-melody	https://www.gamespot.com/harvest-moon-magical-melody/	"Mar. 28, 2006"	GC WII
Hearthstone Heroes of Warcraft	88	6.2	8	8.1	Great	 Hearthstone is a free-to-play digital strategy card game where you can choose one of nine epic Warcraft heroes to play as.	 Card Battle Strategy Miscellaneous Turn-Based Card Battle 	T	Blizzard Entertainment	9	8.1	http://www.ign.com/wikis/hearthstone-heroes-of-warcraft	https://www.gamespot.com/hearthstone-heroes-of-warcraft/	"Mar. 11, 2014"	PC MAC IOS AND
Heavenly Sword	79	8.2	8	8.3	Great	 Heavenly Sword puts you in the role of a powerful heroine who must hack her way through waves of enemies.	 Action Beat-'Em-Up 3D Beat-'Em-Up 	T	SCEA	7	8.1	http://www.ign.com/wikis/heavenly-sword	https://www.gamespot.com/heavenly-sword/	"Sep. 12, 2007"	PS3
Heavy Rain	78	7.9	8.5	8.8	Great	" French developer Quantic Dream (the team behind the acclaimed adventure game Indigo Prophecy) brings you Heavy Rain, a game featuring realistic character emotions and new gameplay mechanics."	 Adventure 3D Third-Person 	M	SCEA	7.5	8.9	http://www.ign.com/wikis/heavy-rain	https://www.gamespot.com/heavy-rain/	"Feb. 23, 2010"	PS3 PS4
Helldivers	81	8.1	8	7.9	Great	" Helldivers is a top-down squad shooter set in a dystopian future where you fight to protect Super Earth, where a managed democracy has blurred the lines between military and government ..."	 Shooter Sci-Fi Sci-Fi Action Shooter Third-Person Arcade 	T	SCEA	9	9.1	http://www.ign.com/wikis/helldivers	https://www.gamespot.com/helldivers/	"Mar. 3, 2015"	PS4 PS3 VITA PC
Hitman Absolution	79	7.1	7.5	8	Good	 Hitman Absolution is the 5th installment in the Hitman series where players follow Agent 47 who takes on his most dangerous contract to date.	 Action Adventure Modern General Modern 	M	Square Enix	9	8.6	http://www.ign.com/wikis/hitman-absolution	https://www.gamespot.com/hitman-absolution/	"Nov. 19, 2012"	X360 PC PS3 MAC
Hitman Blood Money	82	8.7	8.2	8.7	Great	 The stealthy assassin Agent 47 returns for a fourth appearance.	 Action Adventure Modern General Modern 	M	Eidos Interactive	8	8.5	http://www.ign.com/wikis/hitman-blood-money	https://www.gamespot.com/hitman-blood-money/	"Sep. 30, 2005"	PS2 XBOX PC MOBI X360 WEB PS3
Horizon Zero Dawn	89	8.3	9	9	Superb	" Horizon Zero Dawn is an action role playing game exclusively for the PlayStation 4. As Horizon Zero Dawn’s main protagonist Aloy, a skilled hunter, explore a vibrant and lush world ..."	 Role-Playing Action RPG 	NOT PROVIDED	SCEA Sony Interactive Entertainment	9.3	9.2	http://www.ign.com/wikis/horizon-zero-dawn	https://www.gamespot.com/horizon-zero-dawn/	"Feb. 28, 2017"	PS4
Hot Shots Golf World Invitational	76	8.1	7	0	Good	 Hot Shots Golf: World Invitational is an over-the-top golf game coming to the PlayStation 3 and Playstation Vita.	 Sports Traditional Golf Arcade Arcade Individual 	E	SCEA	6.5	7.7	http://www.ign.com/wikis/hot-shots-golf-vita	https://www.gamespot.com/hot-shots-golf-world-invitational/	"Mar. 19, 2013"	PS3 VITA
Hotline Miami 2 Wrong Number	75	7.7	9	7.84	Superb	" A brutal conclusion to the gruesome saga, Hotline Miami 2: Wrong Number follows the escalating level of violence through multiple factions born from the events of the original game and ..."	 General Action Action Adventure General Linear 	M	Devolver Digital	8.8	8.3	http://www.ign.com/wikis/hotline-miami-2	https://www.gamespot.com/hotline-miami-2-wrong-number/	"Mar. 10, 2015"	PC MAC LNX PS4 VITA PS3 AND
Hyrule Warriors	76	8.3	8	8	Great	" The delicate balance of the Triforce has been disrupted, and Hyrule Kingdom is once again being torn apart by a dark power, this time lead by Sorceress Cia. Now it’s ..."	 Action Beat-'Em-Up 3D 	T	Nintendo	7	8.7	http://www.ign.com/wikis/hyrule-warriors	https://www.gamespot.com/hyrule-warriors/	"Sep. 26, 2014"	WIIU 3DS
I Am Alive	75	6.2	8	7.3	Great	 Ubisoft brings a new survival adventure game to current-generation game consoles.	 Action Adventure Horror Horror Survival 	M	Ubisoft	4.5	7.1	http://www.ign.com/wikis/i-am-alive	https://www.gamespot.com/i-am-alive/	"Mar. 7, 2012"	PS3 X360 PC
I Am Setsuna	75	7.6	7	6.9	Good	 Journey with Setsuna as she prepares to make the ultimate sacrifice and save the people of her land.	 Role-Playing Japanese-Style 	E10+	Square Enix	7.5	8.8	http://www.ign.com/wikis/create?objectid=20063657	https://www.gamespot.com/i-am-setsuna/	"Jul. 19, 2016"	PS4 VITA PC NS
inFamous	85	8.3	9	8.7	Superb	 Infamous is an open-world action adventure game in which you wield electrical superpowers in a city ravaged by violence.	 Action Adventure Modern Sci-Fi Sci-Fi 	T	SCEA	9.2	8.9	http://www.ign.com/wikis/infamous	https://www.gamespot.com/infamous/	"May. 26, 2009"	PS3
inFamous Second Son	80	8	8	8.3	Great	 inFamous: Second Son is a PlayStation 4 exclusive and the third entry in the inFamous franchise by Sucker Punch. The game is set seven years after the events of inFamous ...	 Sci-Fi Action Adventure Sci-Fi 	T	SCEA	8.7	8.8	http://www.ign.com/wikis/infamous-second-son	https://www.gamespot.com/infamous-second-son/	"Mar. 21, 2014"	PS4
INSIDE	87	8.6	8	8.7	Great	" INSIDE is an action-adventure puzzle game, which follows our award winning title LIMBO, released in 2010."	 Action Platformer 2D 	M	PLAYDEAD	10	9.1	http://www.ign.com/wikis/inside	https://www.gamespot.com/inside/	"Jun. 29, 2016"	XONE PC PS4 MAC
Jade Empire	89	8.4	8.4	8.2	Great	" Set in an ancient world inspired by mythical China, Jade Empire lets you train under your master';s watchful eye as you learn powerful martial arts and mystical powers. When danger ..."	 Role-Playing Action RPG 	M	Microsoft Game Studios	9.9	9	http://www.ign.com/wikis/jade-empire	https://www.gamespot.com/jade-empire/	"Apr. 12, 2005"	XBOX PC MAC IOS AND
Jak 3	84	8.7	8.6	8.2	Great	" Jak 3 offers something for any fan of action games, and it';s a fitting end to the series."	 Action Platformer 3D 	T	SCEA	9.6	9.1	http://www.ign.com/wikis/jak-3	https://www.gamespot.com/jak-3/	"Nov. 9, 2004"	PS2 PS4 PS3 VITA
Jak and Daxter The Precursor Legacy	90	8.8	8.8	8.3	Great	" Next to Rayman 2, Jak and Daxter is the best 3D platformer available for the PlayStation 2."	 Action Platformer 3D 	E	SCEA	9.4	8.9	http://www.ign.com/wikis/jak-and-daxter-the-precursor-legacy	https://www.gamespot.com/jak-and-daxter-the-precursor-legacy/	"Dec. 3, 2001"	PS2 PS4 PS3 VITA
