Name,Score,User Score,Wiki
" Mega Man Battle Network 6 Cybeast Gregar ",5.5,8.5,http://www.ign.com/wikis/create?objectid=765560
" Mega Man Maverick Hunter X ",8,8.5,http://www.ign.com/wikis/mega-man-x
" Mega Man X ",0,0,NOT PROVIDED
" Mega Man X Collection ",7,8.6,http://www.ign.com/wikis/create?objectid=728341
" Mega Man X2 ",0,0,http://www.ign.com/wikis/mega-man-x2
" Mega Man Xtreme 2 ",0,0,http://www.ign.com/wikis/create?objectid=20002474
" Mercenaries 2 World in Flames ",7.9,8,http://www.ign.com/wikis/mercenaries-2-world-in-flames
" Mercenary Ops ",0,10,http://www.ign.com/wikis/create?objectid=129678
" Metal Gear ",0,8.2,http://www.ign.com/wikis/metal-gear
" Metal Gear Online MGS V ",0,9,http://www.ign.com/wikis/metal-gear-solid-5-the-phantom-pain
" Metal Gear Rising Blade Wolf ",0,0,NOT PROVIDED
" Metal Gear Rising Revengeance ",8.5,0,http://www.ign.com/wikis/metal-gear-rising-revengeance
" Metal Gear Solid ",9,9.1,http://www.ign.com/wikis/bleem-for-metal-gear-solid
" Metal Gear Solid 2 Sons of Liberty ",9.7,9.2,http://www.ign.com/wikis/metal-gear-solid-2-sons-of-liberty
" Metal Gear Solid 3 Snake Eater ",9.6,9.5,http://www.ign.com/wikis/metal-gear-solid-3-snake-eater
" Metal Gear Solid 3D Snake Eater ",8.5,0,http://www.ign.com/wikis/metal-gear-solid-snake-eater-3d
" Metal Gear Solid 4 Guns of the Patriots ",10,0,NOT PROVIDED
" Metal Gear Solid 4 Guns of the Patriots Limited Edition ",10,0,http://www.ign.com/wikis/metal-gear-solid-4-guns-of-the-patriots
" Metal Gear Solid HD Collection ",9,9.3,http://www.ign.com/wikis/metal-gear-solid-hd-collection
" Metal Gear Solid HD Collection Limited Edition ",0,9.8,http://www.ign.com/wikis/metal-gear-solid-hd-edition
" Metal Gear Solid HD Collection PS Vita ",9,8.9,http://www.ign.com/wikis/metal-gear-solid-hd-collection
" Metal Gear Solid HD Edition ",0,9.6,http://www.ign.com/wikis/metal-gear-solid-hd-edition
" Metal Gear Solid Peace Walker ",9.5,9.3,http://www.ign.com/wikis/metal-gear-solid-peace-walker
" Metal Gear Solid Peace Walker HD Edition ",0,0,http://www.ign.com/wikis/metal-gear-solid-peace-walker
" Metal Gear Solid Peace Walker Limited Edition ",9.5,9.4,http://www.ign.com/wikis/create?objectid=71143
" Metal Gear Solid The Twin Snakes ",8.5,9,http://www.ign.com/wikis/metal-gear-solid-the-twin-snakes
" Metal Gear Solid V Ground Zeroes ",8,8.3,http://www.ign.com/wikis/metal-gear-solid-5-ground-zeroes
" Metal Gear Solid V The Definitive Experience ",10,0,http://www.ign.com/wikis/mgs-5-definitive-edition
" Metal Gear Solid V The Phantom Pain ",10,8.9,http://www.ign.com/wikis/metal-gear-solid-5-the-phantom-pain
" Metal Gear Survive ",0,0,http://www.ign.com/wikis/metal-gear-survive
" Metal Slug Anthology ",7.5,8.4,http://www.ign.com/wikis/create?objectid=819689
" Metro 2033 ",6.9,8.2,http://www.ign.com/wikis/metro-2033
" Metro 2033 The Last Refuge ",0,0,http://www.ign.com/wikis/create?objectid=849116
" Metro Last Light ",7.2,8.2,http://www.ign.com/wikis/metro-last-light
" Metro Redux ",8.6,0,http://www.ign.com/wikis/metro-redux
" Metroid ",8,8.8,http://www.ign.com/wikis/create?objectid=6006
" Metroid Fusion ",0,8.8,http://www.ign.com/wikis/metroid-fusion
" Metroid II Return of Samus ",9,8.3,http://www.ign.com/wikis/create?objectid=116156
" Metroid Other M ",8.5,0,NOT PROVIDED
" Metroid Prime ",9.8,0,http://www.ign.com/wikis/metroid-prime
" Metroid Prime 2 Echoes ",9.5,0,http://www.ign.com/wikis/metroid-prime-2-echoes
" Metroid Prime 3 Corruption ",9.5,0,NOT PROVIDED
" Metroid Prime Federation Force ",5.9,6.8,http://www.ign.com/wikis/metroid-prime-federation-force
" Metroid Prime Hunters ",9,0,http://www.ign.com/wikis/metroid-prime-hunters
" Metroid Prime Trilogy ",9.5,9.7,http://www.ign.com/wikis/create?objectid=20031073
" Metroid Zero Mission ",0,0,http://www.ign.com/wikis/metroid-zero-mission
" Mickey Mousecapade ",0,0,http://www.ign.com/wikis/create?objectid=7374
" Microsoft Flight ",5,5.8,http://www.ign.com/wikis/microsoft-flight
" Middleearth Shadow of Mordor ",0,7.3,http://www.ign.com/wikis/middle-earth-shadow-of-mordor
" Middleearth Shadow of War ",9,8.8,http://www.ign.com/wikis/shadow-of-war
" Midnight Club 3 DUB Edition ",9.2,0,NOT PROVIDED
" Midnight Club 3 DUB Edition Remix ",8.8,0,NOT PROVIDED
" Midnight Club II ",9.1,0,http://www.ign.com/wikis/midnight-club-ii
" Midnight Club Los Angeles ",8.5,8.4,http://www.ign.com/wikis/midnight-club-los-angeles
" Might & Magic Heroes VI ",8,7.6,http://www.ign.com/wikis/might-magic-heroes-vi
" Might & Magic Heroes VII ",6.4,0,http://www.ign.com/wikis/might-and-magic-heroes-7
" Mighty No 9 ",0,7.6,http://www.ign.com/wikis/mighty-number-9
" Mighty No 9 Collectors Edition ",5.6,4.1,http://www.ign.com/wikis/create?objectid=20041812
" Mike Tysons PunchOut ",0,0,NOT PROVIDED
" Mind Zero ",7,7.7,http://www.ign.com/wikis/mind-zero
" Minecraft ",8.5,8.8,http://www.ign.com/wikis/minecraft
" Minecraft Pocket Edition ",7.5,7.2,http://www.ign.com/wikis/minecraft
" Minecraft Story Mode A Telltale Game Series ",0,0,NOT PROVIDED
" Minecraft Story Mode Episode 1 The Order of the Stone ",0,8.3,http://www.ign.com/wikis/create?objectid=20044276
" Minecraft Story Mode Episode 8 A Journeys End ",0,0,http://www.ign.com/wikis/create?objectid=20051440
" Mirrors Edge ",7.3,8.1,http://www.ign.com/wikis/mirrors-edge
" Mirrors Edge Catalyst ",6.8,7.6,http://www.ign.com/wikis/mirrors-edge-catalyst
" Mistborn Birthright ",0,0,http://www.ign.com/wikis/create?objectid=130864
" MLB 12 The Show ",8.5,0,NOT PROVIDED
" MLB 14 The Show ",7.1,7.8,http://www.ign.com/wikis/mlb-14-the-show
" MLB 2002 ",0,7.6,http://www.ign.com/wikis/create?objectid=16245
" MLB The Show 16 ",0,0,http://www.ign.com/wikis/create?objectid=20046747
" MLB The Show 17 ",9.5,0,NOT PROVIDED
" Modern Combat 5 Blackout ",0,8,http://www.ign.com/wikis/create?objectid=20019911
" ModNation Racers ",9,8.6,http://www.ign.com/wikis/modnation-racers
" ModNation Racers Road Trip ",7,7.3,http://www.ign.com/wikis/modnation-racers-road-trip
" Momonga Pinball Adventures ",0,9,http://www.ign.com/wikis/create?objectid=157461
" Monster Hunter 3 Ultimate ",8.8,9.1,http://www.ign.com/wikis/monster-hunter-3-ultimate
" Monster Hunter 4 ",0,9.1,http://www.ign.com/wikis/monster-hunter-4
" Monster Hunter 4 Ultimate ",9,0,NOT PROVIDED
" Monster Hunter Freedom 3 ",0,8.7,http://www.ign.com/wikis/monster-hunter-freedom-3
" Monster Hunter Freedom Unite ",8,0,http://www.ign.com/wikis/monster-hunter-freedom-unite
" Monster Hunter Generations ",8,0,NOT PROVIDED
" Monster Hunter Stories ",8.9,9.2,http://www.ign.com/wikis/monster-hunter-stories
" Monster Hunter Tri ",8.8,0,http://www.ign.com/wikis/monster-hunter-3-ultimate
" Monster Park ",0,0,NOT PROVIDED
" Moon Chronicles Episode 2 Unknown Source ",0,0,http://www.ign.com/wikis/create?objectid=20019929
" Mortal Kombat ",0,8.7,http://www.ign.com/wikis/mortal-kombat
" Mortal Kombat Armageddon ",8.5,8.4,http://www.ign.com/wikis/mortal-kombat-armageddon
" Mortal Kombat Deception ",8.8,8.6,http://www.ign.com/wikis/mortal-kombat-deception
" Mortal Kombat Kollectors Edition ",0,0,http://www.ign.com/wikis/mortal-kombat
" Mortal Kombat Komplete Edition ",0,8.5,http://www.ign.com/wikis/mortal-kombat
" Mortal Kombat Shaolin Monks ",8,8.4,http://www.ign.com/wikis/mortal-kombat-shaolin-monks
" Mortal Kombat Special Forces ",3,4.3,http://www.ign.com/wikis/create?objectid=11729
" Mortal Kombat Tournament Edition ",0,9.3,http://www.ign.com/wikis/mortal-kombat
" Mortal Kombat Trilogy ",4.1,7.2,http://www.ign.com/wikis/create?objectid=454
" Mortal Kombat vs DC Universe ",7.5,7.5,http://www.ign.com/wikis/mortal-kombat-vs-dc-universe
" Mortal Kombat X ",8.4,8.4,http://www.ign.com/wikis/mortal-kombat-x
" Mortal Kombat X pastgen version ",0,0,http://www.ign.com/wikis/mortal-kombat-x
" Mothergunship ",0,0,http://www.ign.com/wikis/create?objectid=20065033
" Moto RKD Dash ",0,0,http://www.ign.com/wikis/create?objectid=20044486
" MotorStorm ",8.9,0,http://www.ign.com/wikis/create?objectid=748488
" MotorStorm Apocalypse ",8,0,http://www.ign.com/wikis/motorstorm-apocalypse
" MotorStorm Pacific Rift ",8.3,8.4,http://www.ign.com/wikis/motorstorm-pacific-rift
" MotorStorm RC ",8.5,0,http://www.ign.com/wikis/motorstorm-rc
" Mount & Blade II Bannerlord ",0,9.9,http://www.ign.com/wikis/mount-blade-ii-bannerlord
" Mount & Blade Warband ",0,10,http://www.ign.com/wikis/mount-blade-warband
" Mugen Souls ",3.9,0,NOT PROVIDED
" Muramasa Rebirth ",8,0,NOT PROVIDED
" Muramasa The Demon Blade ",8.9,0,NOT PROVIDED
" Murdered Soul Suspect ",0,7.1,http://www.ign.com/wikis/murdered-soul-suspect
" Mushroom 11 ",0,0,http://www.ign.com/wikis/create?objectid=20044456
" MX vs ATV Supercross Encore ",0,0,NOT PROVIDED
" Myst ",0,5.3,http://www.ign.com/wikis/create?objectid=121034
" Napoleon Total War ",8.9,8.4,http://www.ign.com/wikis/napoleon-total-war
" Naruto Clash of Ninja ",7.8,7.7,http://www.ign.com/wikis/naruto-clash-of-ninja
" Naruto Shippuden Clash of Ninja Revolution 3 ",8,8.7,http://www.ign.com/wikis/naruto-shippuden-clash-of-ninja-revolution-3
" Naruto Shippuden Ultimate Ninja Storm 3 Full Burst ",8.6,9.4,http://www.ign.com/wikis/naruto-shippuden-ultimate-ninja-storm-3
" Naruto Shippuden Ultimate Ninja Storm 4 ",5.5,8.7,http://www.ign.com/wikis/naruto-shippuden-ultimate-ninja-storm-4
" Naruto Shippuden Ultimate Ninja Storm 4 Road to Boruto ",0,0,http://www.ign.com/wikis/create?objectid=20058588
" Naruto Shippuden Ultimate Ninja Storm Generations ",8.5,8.6,http://www.ign.com/wikis/naruto-shippuden-ultimate-ninja-storm-generations
" Naruto Ultimate Ninja ",7.5,8,http://www.ign.com/wikis/naruto-ultimate-ninja
" Naruto Ultimate Ninja Storm ",8.4,0,http://www.ign.com/wikis/naruto-ultimate-ninja-storm
" Naruto Ultimate Ninja Storm 2 ",8,0,http://www.ign.com/wikis/naruto-ultimate-ninja-storm-2
" NASCAR Heat Evolution ",0,4.8,http://www.ign.com/wikis/nascar-heat-evolution
" NASCAR The Game Inside Line ",0,0,http://www.ign.com/wikis/nascar-the-game-inside-line
" Natural Doctrine ",2.8,7.5,http://www.ign.com/wikis/create?objectid=20005232
" Natural Selection 2 ",8,8.8,http://www.ign.com/wikis/natural-selection-2
" Naughty Bear ",2.5,5,http://www.ign.com/wikis/create?objectid=54731
" Naughty Bear Panic in Paradise ",2.3,6.2,http://www.ign.com/wikis/naughty-bear-panic-in-paradise
" NBA 2K1 ",8.8,0,NOT PROVIDED
" NBA 2K11 ",9.5,9.2,http://www.ign.com/wikis/nba-2k11
" NBA 2K12 ",9.5,8.9,http://www.ign.com/wikis/nba2k12
" NBA 2K13 ",9.1,8.9,http://www.ign.com/wikis/nba-2k13
" NBA 2K16 ",0,0,NOT PROVIDED
" NBA 2K17 ",8.9,0,http://www.ign.com/wikis/nba-2k17
" NBA 2K18 ",0,8,http://www.ign.com/wikis/create?objectid=20060567
" NBA Baller Beats ",0,0,NOT PROVIDED
" NBA Jam ",8.5,0,http://www.ign.com/wikis/nba-jam
" NBA Live 13 ",0,8.1,http://www.ign.com/wikis/nba-live-13
" NBA Live 15 ",5.5,5.8,http://www.ign.com/wikis/create?objectid=20019658
" NBA Live 16 ",6,0,NOT PROVIDED
" NCAA Football 11 ",8.5,8.7,http://www.ign.com/wikis/ncaa-football-11
" NCAA Football 12 ",8.5,8.4,http://www.ign.com/wikis/ncaa-football-12
" NCAA Football 13 ",8,8.2,http://www.ign.com/wikis/ncaa-football-13
" NCAA Football 2001 ",8.3,8.4,http://www.ign.com/wikis/create?objectid=14657
" Need for Speed ",0,6.3,http://www.ign.com/wikis/need-for-speed-2015
" Need for Speed Carbon ",8.2,0,http://www.ign.com/wikis/need-for-speed-carbon
" Need for Speed Hot Pursuit ",9,8.7,http://www.ign.com/wikis/create?objectid=1320
" Need for Speed Most Wanted ",0,7.5,http://www.ign.com/wikis/create?objectid=135826
" Need for Speed Most Wanted 2005 ",8,0,http://www.ign.com/wikis/create?objectid=740901
" Need for Speed Most Wanted U ",9,0,http://www.ign.com/wikis/need-for-speed-most-wanted
" Need for Speed No Limits ",0,7.6,http://www.ign.com/wikis/need-for-speed-no-limits
" Need for Speed ProStreet ",6.8,7.3,http://www.ign.com/wikis/need-for-speed-prostreet
" Need for Speed Rivals ",0,0,http://www.ign.com/wikis/need-for-speed-rivals
" Need for Speed Shift ",9,0,http://www.ign.com/wikis/need-for-speed-shift
" Need for Speed The Run ",6.5,7.4,http://www.ign.com/wikis/need-for-speed-the-run
" Need for Speed Undercover ",5,0,http://www.ign.com/wikis/need-for-speed-undercover
" Need for Speed Underground ",8.9,0,http://www.ign.com/wikis/need-for-speed-underground
" Need for Speed Underground 2 ",9.1,0,NOT PROVIDED
" NES Remix 2 ",7.7,0,NOT PROVIDED
" Never Alone ",0,0,http://www.ign.com/wikis/never-alone
" Neverwinter ",6.8,0,http://www.ign.com/wikis/neverwinter
" Neverwinter Nights ",8.6,8.5,http://www.ign.com/wikis/create?objectid=699368
" Neverwinter Nights 2 Lawful Good Collectors Edition ",0,0,http://www.ign.com/wikis/create?objectid=863806
" Neverwinter Nights Gold Edition ",0,0,http://www.ign.com/wikis/create?objectid=608470
" Neverwinter Nights Platinum Edition ",0,0,NOT PROVIDED
" Neverwinter Tyranny of Dragons ",0,0,http://www.ign.com/wikis/neverwinter
" New Little Kings Story ",5.8,7.7,http://www.ign.com/wikis/new-little-kings-story
" New Super Luigi U ",7.3,8.4,http://www.ign.com/wikis/new-super-luigi-u
" New Super Luigi U Nintendo eShop Edition ",7.3,8.7,http://www.ign.com/wikis/new-super-luigi-u
" New Super Mario Bros ",0,10,http://www.ign.com/wikis/new-super-mario-bros
" New Super Mario Bros 2 ",8.5,8.3,http://www.ign.com/wikis/new-super-mario-bros-2
" New Super Mario Bros U ",9.1,0,http://www.ign.com/wikis/new-super-mario-bros-u
" New Super Mario Bros U & New Super Luigi U Combo Edition ",0,0,NOT PROVIDED
" New Super Mario Bros Wii ",8.9,8.9,http://www.ign.com/wikis/new-super-mario-bros-wii
" NHL 12 ",8.5,8.6,http://www.ign.com/wikis/create?objectid=109389
" NHL 13 ",8.5,0,http://www.ign.com/wikis/nhl-13
" NHL 15 ",0,0,NOT PROVIDED
" NHL 16 ",7.8,8,http://www.ign.com/wikis/nhl-16
" NHL 17 ",0,0,NOT PROVIDED
" NHL 2001 ",8.4,0,NOT PROVIDED
" Ni No Kuni II Revenant Kingdom ",0,0,http://www.ign.com/wikis/ni-no-kuni-2-revenant-kingdom
" Ni no Kuni Wrath of the White Witch ",9.4,9.3,http://www.ign.com/wikis/ni-no-kuni-wrath-of-the-white-witch
" Nidhogg ",0,0,http://www.ign.com/wikis/create?objectid=20027102
" Nier ",7,8,http://www.ign.com/wikis/create?objectid=774976
" Nier Automata ",8.9,9.2,http://www.ign.com/wikis/nier-automata
" Night in the Woods ",8.7,0,http://www.ign.com/wikis/create?objectid=20014839
" NiGHTS into Dreams ",0,0,NOT PROVIDED
" Nike Kinect Training ",0,8.4,http://www.ign.com/wikis/create?objectid=135586
" Ninja Blade ",6.5,7.3,http://www.ign.com/wikis/ninja-blade
" Ninja Gaiden ",9.4,9.2,http://www.ign.com/wikis/ninja-gaiden
" Ninja Gaiden II ",8.7,8.5,http://www.ign.com/wikis/ninja-gaiden-ii
" Ninja Gaiden II The Dark Sword of Chaos ",8.5,8.7,http://www.ign.com/wikis/create?objectid=7274
" Ninja Gaiden III ",3,6.7,http://www.ign.com/wikis/ninja-gaiden-3
" Ninja Gaiden III Razors Edge ",7.6,8.3,http://www.ign.com/wikis/ninja-gaiden-3-razors-edge
" Ninja Gaiden Sigma ",9.3,8.7,http://www.ign.com/wikis/ninja-gaiden-sigma
" Ninja Gaiden Sigma 2 ",8.4,8.6,http://www.ign.com/wikis/ninja-gaiden-sigma-2
" Ninja Gaiden Sigma Plus ",8,8,http://www.ign.com/wikis/ninja-gaiden-sigma-plus
" Nintendo Amiibo ",0,9.5,http://www.ign.com/wikis/nintendo-amiibo-figurines
" Nintendo Land ",8.7,0,http://www.ign.com/wikis/nintendo-land
" Nintendogs Cats Golden Retriever & New Friends ",7,7.8,http://www.ign.com/wikis/nintendogs-cats-golden-retriever-new-friends
" Nintendogs Dachshund & Friends ",8.8,8.4,http://www.ign.com/wikis/create?objectid=695663
" Nioh ",9.6,8.5,http://www.ign.com/wikis/nioh
" Nioh Complete Edition ",9.6,0,http://www.ign.com/wikis/create?objectid=20075164
" No Mans Sky ",0,6.2,http://www.ign.com/wikis/no-mans-sky
" No More Heroes ",7.8,8.5,http://www.ign.com/wikis/no-more-heroes
" No More Heroes 2 Desperate Struggle ",8.8,8.8,http://www.ign.com/wikis/no-more-heroes-2-desperate-struggle
" Not A Hero ",0,0,http://www.ign.com/wikis/not-a-hero
" NOVA 2 Near Orbit Vanguard Alliance ",8.5,8.2,http://www.ign.com/wikis/nova-2-near-orbit-vanguard-alliance
" Nuclear Union ",0,0,http://www.ign.com/wikis/create?objectid=136202
" Oculus Rift ",9,8.2,http://www.ign.com/wikis/create?objectid=20022665
" Oddworld Munchs Oddysee HD ",0,6.7,http://www.ign.com/wikis/oddworld-munchs-oddysee-hd
" Oddworld New n Tasty ",0,8.5,http://www.ign.com/wikis/oddworld-new-n-tasty
" Oddworld Strangers Wrath ",8.8,8.7,http://www.ign.com/wikis/oddworld-strangers-wrath
" Oddworld Strangers Wrath HD ",0,6.6,http://www.ign.com/wikis/oddworld-strangers-wrath-hd
" Odin Sphere Leifthrasir ",9.5,0,NOT PROVIDED
" Of Orcs and Men ",0,8.1,http://www.ign.com/wikis/of-orcs-and-men
" Offensive Combat ",0,9,http://www.ign.com/wikis/offensive-combat
" Ogre Battle 64 Person of Lordly Caliber ",8.8,9,http://www.ign.com/wikis/create?objectid=1923
" Okami ",9,9.2,http://www.ign.com/wikis/okami
" Okami HD ",0,0,http://www.ign.com/wikis/okami
" Okamiden ",8.5,8.6,http://www.ign.com/wikis/okamiden
" Omerta City of Gangsters ",0,7.4,http://www.ign.com/wikis/create?objectid=134707
" One Night in Karazhan A Hearthstone Adventure ",0,0,http://www.ign.com/wikis/hearthstone-heroes-of-warcraft
" One Piece Burning Blood ",0,0,http://www.ign.com/wikis/one-piece-burning-blood
" One Piece Pirate Warriors ",6,8.5,http://www.ign.com/wikis/one-piece-pirate-warriors
" One Piece Romance Dawn ",5,0,NOT PROVIDED
" Onechanbara Bikini Samurai Squad ",3,6.4,http://www.ign.com/wikis/onechanbara-bikini-samurai-squad
" Operation Flashpoint Dragon Rising ",7.8,0,http://www.ign.com/wikis/operation-flashpoint-dragon-rising
" Operation Flashpoint Red River ",7.5,7.7,http://www.ign.com/wikis/operation-flashpoint-red-river
" Orcs Must Die ",9,8.3,http://www.ign.com/wikis/orcs-must-die
" Orcs Must Die 2 ",9,8.3,http://www.ign.com/wikis/orcs-must-die-2
" Orgarhythm ",4.7,6.4,http://www.ign.com/wikis/create?objectid=130950
" Ori and The Blind Forest ",0,0,NOT PROVIDED
" Outdoors Unlimited ",0,0,http://www.ign.com/wikis/outdoors-unlimited
" Outernauts ",0,0,NOT PROVIDED
" Outland ",9,8.3,http://www.ign.com/wikis/outland
" Outlast II ",0,2.7,http://www.ign.com/wikis/outlast-2
" Outlast Whistleblower ",6.4,8.5,http://www.ign.com/wikis/outlast
" Overlord ",6.6,7.9,http://www.ign.com/wikis/overlord
" Overlord II ",6,7.6,http://www.ign.com/wikis/overlord-ii
" Overwatch ",9.4,7.8,http://www.ign.com/wikis/overwatch
" OxenFree ",8.2,9,http://www.ign.com/wikis/oxenfree
" PacMan Championship Edition 2 ",7.5,8.9,http://www.ign.com/wikis/create?objectid=20055381
" Paddington Adventures In London ",0,8.5,http://www.ign.com/wikis/create?objectid=20037673
" Paladins Champions of the Realm ",0,0,NOT PROVIDED
" Pandoras Tower ",7,8.3,http://www.ign.com/wikis/pandoras-tower
" Paper Mario ",9,0,NOT PROVIDED
" Paper Mario Color Splash ",7.3,8.7,http://www.ign.com/wikis/paper-mario-color-splash
" Paper Mario Sticker Star ",8.3,0,NOT PROVIDED
" Paper Mario The ThousandYear Door ",9.1,0,http://www.ign.com/wikis/paper-mario-the-thousand-year-door
" Papo & Yo ",4,0,NOT PROVIDED
" Patapon 3 ",9,8.7,http://www.ign.com/wikis/patapon-3
" Path of Exile ",0,0,http://www.ign.com/wikis/path-of-exile
" PayDay 2 ",0,0,http://www.ign.com/wikis/payday-2
" PayDay 2 Crimewave Edition ",8.3,8.1,http://www.ign.com/wikis/payday-2
" PayDay The Heist ",7.5,0,NOT PROVIDED
" Penny Arcades On the RainSlick Precipice of Darkness 3 ",8,8.1,http://www.ign.com/wikis/create?objectid=61085
" Penumbra Overture ",7,7.8,http://www.ign.com/wikis/create?objectid=850111
" Perfect Dark Zero ",8.4,0,http://www.ign.com/wikis/perfect-dark-zero
" Persona 2 Innocent Sin ",8,0,NOT PROVIDED
" Persona 4 Arena ",9,8.6,http://www.ign.com/wikis/persona-4-arena
" Persona 4 Dancing All Night ",8.4,0,http://www.ign.com/wikis/persona-4-dancing-all-night
" Persona 4 Golden ",9.3,0,NOT PROVIDED
" Persona 5 ",9.7,9.3,http://www.ign.com/wikis/persona-5
" Persona Q Shadow of the Labyrinth ",8.5,0,http://www.ign.com/wikis/persona-q-shadow-of-the-labyrinth
" PES Club Manager ",0,0,http://www.ign.com/wikis/create?objectid=20038241
" Peter Jacksons King Kong ",8,8.3,http://www.ign.com/wikis/peter-jacksons-king-kong
" Phantasy Star Online 2 ",0,0,NOT PROVIDED
" Phantasy Star Online 2 Cloud ",0,0,http://www.ign.com/wikis/phantasy-star-online-2
" Pharaoh ",9,8.6,http://www.ign.com/wikis/create?objectid=12061
" Phoenix Wright Ace Attorney ",7.8,8.8,http://www.ign.com/wikis/phoenix-wright-ace-attorney
" Phoenix Wright Ace Attorney Justice For All ",7.8,8.6,http://www.ign.com/wikis/phoenix-wright-ace-attorney-justice-for-all
" Phoenix Wright Ace Attorney Spirit of Justice ",6.5,0,NOT PROVIDED
" Phoenix Wright Ace Attorney Trials and Tribulations ",7.7,0,NOT PROVIDED
" Pid ",7.8,0,http://www.ign.com/wikis/pid
" Pikmin ",9.1,8.7,http://www.ign.com/wikis/pikmin
" Pikmin 2 ",0,0,NOT PROVIDED
" Pikmin 3 ",8.8,9.1,http://www.ign.com/wikis/pikmin-3
" Pillars of Eternity II Deadfire ",0,0,NOT PROVIDED
" PilotWings Resort ",7,0,NOT PROVIDED
" Pitfall ",7,0,http://www.ign.com/wikis/pitfall
" Plague Inc Evolved ",0,0,http://www.ign.com/wikis/create?objectid=20019780
" Planescape Torment Enhanced Edition ",0,0,http://www.ign.com/wikis/create?objectid=20066878
" PlanetSide 2 ",9,0,http://www.ign.com/wikis/planetside-2
" Plants vs Zombies ",9,8.8,http://www.ign.com/wikis/plants-vs-zombies
" Plants vs Zombies Game of the Year Edition ",0,0,http://www.ign.com/wikis/create?objectid=81220
" Plants vs Zombies Garden Warfare ",0,0,http://www.ign.com/wikis/plants-vs-zombies-garden-warfare
" Plants vs Zombies HD Edition ",9,0,http://www.ign.com/wikis/plants-vs-zombies
" Plants vs Zombies Retail Edition ",0,0,NOT PROVIDED
" Plants vs Zombies Xbox 360 Retail Edition ",0,8.8,http://www.ign.com/wikis/create?objectid=81219
" Playboy The Mansion ",6.9,0,http://www.ign.com/wikis/playboy-the-mansion
" PlayerUnknowns Battlegrounds ",0,0,http://www.ign.com/wikis/playerunknowns-battlegrounds
" PlayStation Home ",0,7.2,http://www.ign.com/wikis/create?objectid=891773
" PlayStation VR ",8.5,8.5,http://www.ign.com/wikis/create?objectid=20014954
" Pocket Card Jockey ",0,0,http://www.ign.com/wikis/pocket-card-jockey
" Pocket Planes ",0,0,http://www.ign.com/wikis/pocket-planes
" Pok&233mon Dream Radar ",0,0,http://www.ign.com/wikis/pokemon-dream-radar
" Pokedex 3D Pro ",0,0,http://www.ign.com/wikis/pokedex-3d-pro
" Pokemon Alpha Sapphire Version ",7.8,9.2,http://www.ign.com/wikis/pokemon-omega-ruby-alpha-sapphire
" Pokemon Art Academy ",0,0,http://www.ign.com/wikis/create?objectid=20017203
" Pokemon Battle Revolution ",5,6.9,http://www.ign.com/wikis/pokemon-battle-revolution
" Pokemon Black Version ",9,0,NOT PROVIDED
" Pokemon Black Version 2 ",9.6,9,http://www.ign.com/wikis/pokemon-black-white-version-2
" Pokemon Blue Version ",10,9.3,http://www.ign.com/wikis/pokemon-red-blue-yellow-version
" Pokemon Box Ruby and Sapphire ",5,6.4,http://www.ign.com/wikis/create?objectid=15336
" Pokemon Colosseum ",7.5,7.9,http://www.ign.com/wikis/pokemon-colosseum
" Pokemon Conquest ",9,0,http://www.ign.com/wikis/pokemon-conquest
" Pokemon Crystal Version ",9,9.2,http://www.ign.com/wikis/pokemon-gold-silver-crystal-version
" Pokemon Diamond Version ",8.5,0,NOT PROVIDED
" Pokemon Emerald Version ",8,9,http://www.ign.com/wikis/pokemon-ruby-sapphire-emerald-version
" Pokemon FireRed Version ",9,0,http://www.ign.com/wikis/pokemon-firered-leafgreen-version
" Pokemon Go ",7,9,http://www.ign.com/wikis/pokemon-go
" Pokemon Gold Version ",0,10,http://www.ign.com/wikis/pokemon-gold-silver-crystal-version
" Pokemon Green Version ",0,0,http://www.ign.com/wikis/pokemon-red-blue-yellow-version
" Pokemon HeartGold Version ",8.5,9.1,http://www.ign.com/wikis/pokemon-heartgold-soulsilver-version
" Pokemon LeafGreen Version ",9,0,http://www.ign.com/wikis/pokemon-firered-leafgreen-version
" Pokemon Moon Version ",9,9.2,http://www.ign.com/wikis/pokemon-sun-pokemon-moon
" Pokemon Mystery Dungeon Blue Rescue Team ",6.5,7.9,http://www.ign.com/wikis/pokemon-mystery-dungeon-blue-rescue-team
" Pokemon Mystery Dungeon Explorers of Darkness ",6.5,8.2,http://www.ign.com/wikis/pokemon-mystery-dungeon-explorers-of-darkness
" Pokemon Mystery Dungeon Explorers of Sky ",4.9,8.8,http://www.ign.com/wikis/pokemon-mystery-dungeon-explorers-of-sky
" Pokemon Mystery Dungeon Explorers of Time ",6.5,0,http://www.ign.com/wikis/create?objectid=894953
" Pokemon Mystery Dungeon Red Rescue Team ",6.5,7.9,http://www.ign.com/wikis/create?objectid=764906
" Pokemon Omega Ruby Version ",7.8,9.2,http://www.ign.com/wikis/pokemon-omega-ruby-alpha-sapphire
" Pokemon Pearl Version ",8.5,8.7,http://www.ign.com/wikis/pokemon-diamond-pearl-platinum-version
" Pokemon Platinum Version ",8.8,0,http://www.ign.com/wikis/pokemon-diamond-pearl-platinum-version
" Pokemon Red Version ",10,9.3,http://www.ign.com/wikis/pokemon-red-blue-yellow-version
